method, of, sol, time
heu, 72.0, [0, 0, 9, 0, 0, 0, 0, 0, 0, 0], 0.0
exact, 109.0, [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0], 0.037100791931152344
